dataset;data_variant;n_estimators;max_depth;max_features;class_weight;auc_train;auc_test;f1_train;f1_test;accuracy_train;accuracy_test;precision_train;precision_test;recall_train;recall_test;TN_train;TN_test;FN_train;FN_test;FP_train;FP_test;TP_train;TP_test
2;_woe_scaled;50;6;0.75;25;0.7227894418478557;0.6659272614826008;0.15071161048689138;0.12096029547553094;0.9131387420516356;0.9124798896805332;0.5267015706806283;0.4119496855345912;0.08793706293706294;0.07088744588744589;59093.0;19720.0;5217.0;1717.0;452.0;187.0;503.0;131.0
2;_woe_scaled;50;6;0.75;30;0.7612762868989458;0.7104093668649661;0.12487492495497299;0.1070663811563169;0.865992492147399;0.8658239485175822;0.6534031413612565;0.550314465408805;0.0690341851974776;0.05930193154862758;55895.0;18661.0;8415.0;2776.0;331.0;143.0;624.0;175.0
2;_woe_scaled;50;6;0.75;35;0.7815783089273896;0.739368510859523;0.10831099195710456;0.09708284714119021;0.8216348732092239;0.8221558262468398;0.7403141361256544;0.6540880503144654;0.058429752066115705;0.05243256869170658;52917.0;17678.0;11393.0;3759.0;248.0;110.0;707.0;208.0
2;_woe_scaled;50;6;0.75;40;0.79314971412196;0.7428603135177732;0.1027182078950963;0.09134918964428541;0.7986976174059603;0.8015628591128476;0.787434554973822;0.6823899371069182;0.0549426463067144;0.04895104895104895;51375.0;17221.0;12935.0;4216.0;203.0;101.0;752.0;217.0
2;_woe_scaled;50;6;0.75;45;0.79762932490774;0.7566161397900474;0.098815739207946;0.09025200234420785;0.7831303148701448;0.7859342679843714;0.812565445026178;0.7264150943396226;0.05260660294217341;0.048114976046656946;50335.0;16867.0;13975.0;4570.0;179.0;87.0;776.0;231.0
2;_woe_scaled;50;6;0.75;50;0.7972491718370036;0.7563143193027514;0.09427890345649582;0.08622579466569237;0.7671339921857044;0.7700758446334176;0.8282722513089005;0.7421383647798742;0.049984202211690365;0.045771916214119475;49276.0;16517.0;15034.0;4920.0;164.0;82.0;791.0;236.0
2;_woe_scaled;50;6;0.75;55;0.7988023081914255;0.7631318683414293;0.09180589610537722;0.08518065980101239;0.7559641461732935;0.7590898643989887;0.8429319371727748;0.7672955974842768;0.04854661681341214;0.04509332840510072;48533.0;16270.0;15777.0;5167.0;150.0;74.0;805.0;244.0
2;_woe_scaled;50;6;0.85;20;0.6559062736857874;0.6018967235570781;0.1791845493562232;0.12654067378800327;0.9531142266145713;0.9511376695012641;0.34973821989528797;0.24213836477987422;0.12044716913090515;0.08565072302558398;61871.0;20615.0;2439.0;822.0;621.0;241.0;334.0;77.0
2;_woe_scaled;50;6;0.85;25;0.7227791839429596;0.6672196986166573;0.14824600029355645;0.12115649380449747;0.9110855741975025;0.9119742587910825;0.5287958115183246;0.41509433962264153;0.08620689655172414;0.07092960773777539;58957.0;19708.0;5353.0;1729.0;450.0;186.0;505.0;132.0
2;_woe_scaled;50;6;0.85;30;0.7700529014809647;0.7205348391058428;0.12215748919376059;0.10514350667803354;0.8568604918409561;0.8552516662836129;0.680628272251309;0.5817610062893082;0.06710023743160938;0.05779443923773821;55273.0;18421.0;9037.0;3016.0;305.0;133.0;650.0;185.0
2;_woe_scaled;50;6;0.85;35;0.7837635276120819;0.7400174799170188;0.10695346926581523;0.09558488848429676;0.8167930743890294;0.8173293495748104;0.749738219895288;0.660377358490566;0.05758404375100531;0.051521099116781155;52592.0;17571.0;11718.0;3866.0;239.0;108.0;716.0;210.0
2;_woe_scaled;50;6;0.85;40;0.7914627365322258;0.750041440723043;0.10023898035050452;0.09101991060544495;0.7923236037692485;0.7943461273270512;0.7905759162303665;0.7044025157232704;0.05351194273158977;0.04865334491746308;50956.0;17057.0;13354.0;4380.0;200.0;94.0;755.0;224.0
2;_woe_scaled;50;6;0.85;45;0.7932727682747425;0.7529775709604537;0.09569082602790469;0.08758293838862559;0.7755611736765494;0.7787635026430706;0.8115183246073299;0.7264150943396226;0.05084300990618645;0.0466007665926972;49842.0;16711.0;14468.0;4726.0;180.0;87.0;775.0;231.0
2;_woe_scaled;50;6;0.85;50;0.79348317744303;0.7638960646129085;0.09341117597998333;0.0877800036423238;0.7668275492224009;0.769754079521949;0.8209424083769633;0.7578616352201258;0.049523087612911375;0.04658805335395322;49263.0;16505.0;15047.0;4932.0;171.0;77.0;784.0;241.0
2;_woe_scaled;50;6;0.85;55;0.7954146350994569;0.7673027854326984;0.09147251233788593;0.0865131000527519;0.7574197502489849;0.7612043208457826;0.8345549738219895;0.7735849056603774;0.04838807601238541;0.04581858819146955;48636.0;16314.0;15674.0;5123.0;158.0;72.0;797.0;246.0
2;_woe_scaled;50;7;0.65;20;0.6825196752314746;0.6066836771666457;0.2063406770553466;0.1314708299096138;0.9547383743200797;0.9514134681682372;0.40209424083769635;0.25157232704402516;0.13877846042645464;0.08898776418242492;61927.0;20618.0;2383.0;819.0;571.0;238.0;384.0;80.0
2;_woe_scaled;50;7;0.65;25;0.7434695002365016;0.6503384350163988;0.17742204435551107;0.12133676092544987;0.9244158431012028;0.9214433463571593;0.5570680628272251;0.3710691823899371;0.10551368504561681;0.0725261216963737;59800.0;19928.0;4510.0;1509.0;423.0;200.0;532.0;118.0
2;_woe_scaled;50;7;0.65;30;0.7822436887426008;0.6856006029661876;0.14590145450445371;0.106353591160221;0.8839347276488163;0.8810388416455988;0.6774869109947644;0.48427672955974843;0.08175385392974475;0.05973622963537626;57043.0;19013.0;7267.0;2424.0;308.0;164.0;647.0;154.0
2;_woe_scaled;50;7;0.65;35;0.7966796952913774;0.7208805940942055;0.1266434129326536;0.10271903323262839;0.850379223167088;0.8498276258331418;0.7413612565445026;0.5880503144654088;0.06923528261294738;0.05627445079747216;54792.0;18301.0;9518.0;3136.0;247.0;131.0;708.0;187.0
2;_woe_scaled;50;7;0.65;40;0.8072585667752973;0.7343387072782818;0.11632212280160445;0.09652235628105038;0.8244694706197809;0.8244541484716157;0.7895287958115184;0.6415094339622641;0.06278624365059539;0.052187260168841135;53055.0;17732.0;11255.0;3705.0;201.0;114.0;754.0;204.0
2;_woe_scaled;50;7;0.65;45;0.8106913827900035;0.7470778789273703;0.1083402604599612;0.09305289993626513;0.8027733088178962;0.8037692484486325;0.818848167539267;0.6886792452830188;0.058007566204287514;0.04989747095010253;51611.0;17267.0;12699.0;4170.0;173.0;99.0;782.0;219.0
2;_woe_scaled;50;7;0.65;50;0.8118013532293269;0.7584724641431394;0.10439344262295083;0.09253671293502314;0.7907301003600705;0.7926453688807171;0.8335078534031414;0.7232704402515723;0.05568380552640784;0.04943047496238986;50811.0;17014.0;13499.0;4423.0;159.0;88.0;796.0;230.0
2;_woe_scaled;50;7;0.65;55;0.8143860603213655;0.764790597459339;0.10143026669164949;0.09152346012743774;0.7795602543476595;0.7837278786485865;0.8502617801047121;0.7452830188679245;0.05393198724760893;0.048755400123431394;50066.0;16813.0;14244.0;4624.0;143.0;81.0;812.0;237.0
2;_woe_scaled;50;7;0.75;20;0.6819961150220505;0.6081627075740146;0.20585864015049718;0.132569558101473;0.9547230521719146;0.9512755688347506;0.40104712041884816;0.25471698113207547;0.13846710050614605;0.08960176991150443;61927.0;20614.0;2383.0;823.0;572.0;237.0;383.0;81.0
2;_woe_scaled;50;7;0.75;25;0.7446906386848389;0.6647185126051678;0.16762199845081333;0.12397885631907736;0.9176740979085267;0.9162031716846701;0.5664921465968586;0.4056603773584906;0.09836363636363636;0.07317073170731707;59351.0;19803.0;4959.0;1634.0;414.0;189.0;541.0;129.0
2;_woe_scaled;50;7;0.75;30;0.7817361666860698;0.698627879323441;0.13817107900010547;0.10679611650485436;0.8748027273423734;0.8731326131923696;0.6858638743455497;0.5188679245283019;0.07682383298146844;0.05952380952380952;56439.0;18830.0;7871.0;2607.0;300.0;153.0;655.0;165.0
2;_woe_scaled;50;7;0.75;35;0.7984554933116017;0.7330819165006837;0.12341010656583018;0.10362966859547605;0.8437140887152379;0.8433463571592738;0.7518324607329843;0.6194968553459119;0.06722217020878195;0.056544202066590124;54347.0;18150.0;9963.0;3287.0;237.0;121.0;718.0;197.0
2;_woe_scaled;50;7;0.75;40;0.8065692518486616;0.7357573735881916;0.11508269186799785;0.09574715314896586;0.8220945376541792;0.8211445644679384;0.7905759162303665;0.6477987421383647;0.06205819496958737;0.05169385194479297;52899.0;17658.0;11411.0;3779.0;200.0;112.0;755.0;206.0
2;_woe_scaled;50;7;0.75;45;0.8114428964415654;0.7499330347254188;0.10945273631840796;0.09456264775413711;0.8052708189688195;0.8063433693403815;0.8178010471204189;0.6918238993710691;0.05865124662060679;0.05074971164936563;51775.0;17322.0;12535.0;4115.0;174.0;98.0;781.0;220.0
2;_woe_scaled;50;7;0.75;50;0.8139397600464374;0.7509140429921464;0.10425739356516087;0.09085402786190189;0.7888454761357543;0.7930131004366813;0.8397905759162304;0.7075471698113207;0.05557865557865558;0.04854368932038835;50682.0;17027.0;13628.0;4410.0;153.0;93.0;802.0;225.0
2;_woe_scaled;50;7;0.75;55;0.8135180868844545;0.7570647997950994;0.09953647231031959;0.0882186616399623;0.7737838044893894;0.7776603079751782;0.8544502617801047;0.7358490566037735;0.05284631824363707;0.04692199719270102;49685.0;16684.0;14625.0;4753.0;139.0;84.0;816.0;234.0
2;_woe_scaled;50;7;0.85;20;0.6847409594071908;0.6122266122494963;0.20592906299629435;0.1340782122905028;0.9540335555044818;0.9501264077223627;0.4073298429319372;0.2641509433962264;0.13779667020899752;0.08983957219251337;61876.0;20586.0;2434.0;851.0;566.0;234.0;389.0;84.0
2;_woe_scaled;50;7;0.85;25;0.7462535444724954;0.662166570876252;0.16844712803839604;0.12064090480678606;0.9177047422048571;0.9142266145713629;0.5696335078534032;0.4025157232704403;0.09883720930232558;0.07095343680709534;59350.0;19761.0;4960.0;1676.0;411.0;190.0;544.0;128.0
2;_woe_scaled;50;7;0.85;30;0.7829387839172334;0.700876606983224;0.13885659938708655;0.10842586544741999;0.8751398146020072;0.8745116065272351;0.6879581151832461;0.5220125786163522;0.07722143864598026;0.060495626822157436;56459.0;18859.0;7851.0;2578.0;298.0;152.0;657.0;166.0
2;_woe_scaled;50;7;0.85;35;0.7953250412555024;0.7344031787748391;0.11728395061728393;0.10002488181139588;0.8334788937409024;0.8337393702597105;0.7560209424083769;0.6320754716981132;0.0635731267059963;0.05430964604161038;53675.0;17937.0;10635.0;3500.0;233.0;117.0;722.0;201.0
2;_woe_scaled;50;7;0.85;40;0.8072072772508163;0.7373255932331186;0.11190859821297787;0.094122945282594;0.8142036313491151;0.81507699379453;0.8;0.6572327044025157;0.060162217497440745;0.05069124423963134;52375.0;17523.0;11935.0;3914.0;191.0;109.0;764.0;209.0
2;_woe_scaled;50;7;0.85;45;0.8093956302953381;0.7460049676058235;0.10674119010292414;0.09215232484746476;0.799203248295411;0.8016547920018386;0.8198952879581152;0.6886792452830188;0.05708661417322835;0.049379932356257046;51377.0;17221.0;12933.0;4216.0;172.0;99.0;783.0;219.0
2;_woe_scaled;50;7;0.85;50;0.8131053690362698;0.7547543144560204;0.10288566127071469;0.09047807190833662;0.7851681605761127;0.7883704895426339;0.8418848167539267;0.720125786163522;0.05479078642496933;0.04827150084317032;50440.0;16922.0;13870.0;4515.0;151.0;89.0;804.0;229.0
2;_woe_scaled;50;7;0.85;55;0.8141349451812677;0.7585904785207965;0.09972535855965824;0.08854559155990956;0.7739829924155367;0.7776143415306827;0.8554973821989529;0.7389937106918238;0.05294880103694102;0.047094188376753505;49697.0;16682.0;14613.0;4755.0;138.0;83.0;817.0;235.0
2;_woe_scaled;50;8;0.65;20;0.7049885982572959;0.6040988028985328;0.23390203632361034;0.1309823677581864;0.9573431395081591;0.9524247299471386;0.44502617801047123;0.24528301886792453;0.15864128406121686;0.08934707903780069;62056.0;20642.0;2254.0;795.0;530.0;240.0;425.0;78.0
2;_woe_scaled;50;8;0.65;25;0.7631619910430579;0.6388972014823017;0.21293646250715514;0.12715389185977422;0.9367961388186624;0.9324752930360837;0.5842931937172775;0.33647798742138363;0.1301913205786281;0.07838827838827839;60582.0;20179.0;3728.0;1258.0;397.0;211.0;558.0;107.0
2;_woe_scaled;50;8;0.65;30;0.8049294931862274;0.6780641123925218;0.17417184265010352;0.1136094674556213;0.9022140504098675;0.8967133992185704;0.7047120418848167;0.4528301886792453;0.09936512623652739;0.06495263870094722;58210.0;19364.0;6100.0;2073.0;282.0;174.0;673.0;144.0
2;_woe_scaled;50;8;0.65;35;0.8219000977757444;0.7083046915592655;0.15112209182623018;0.10906785034876347;0.8736535662299855;0.8708342909675937;0.768586387434555;0.5408805031446541;0.08379952049320699;0.06064880112834979;56285.0;18773.0;8025.0;2664.0;221.0;146.0;734.0;172.0
2;_woe_scaled;50;8;0.65;40;0.8324399322326981;0.7285089877226906;0.1375586438877578;0.10503282275711158;0.8507163104267218;0.8495977936106642;0.8136125654450261;0.6037735849056604;0.07513053567975246;0.057519472738166565;54745.0;18291.0;9565.0;3146.0;178.0;126.0;777.0;192.0
2;_woe_scaled;50;8;0.65;45;0.8323866481155984;0.7379402361695804;0.12528455922756887;0.09900990099009901;0.82926530299548;0.8284991955872213;0.8356020942408376;0.6446540880503144;0.06771894093686355;0.053622809312058595;53324.0;17819.0;10986.0;3618.0;157.0;113.0;798.0;205.0
2;_woe_scaled;50;8;0.65;50;0.8317887995076205;0.7397005500687548;0.11747706090600389;0.09428060768543342;0.8128399601624148;0.813652034015169;0.8513089005235602;0.6635220125786163;0.06309172745615396;0.050745550745550747;52237.0;17490.0;12073.0;3947.0;142.0;107.0;813.0;211.0
2;_woe_scaled;50;8;0.65;55;0.8313618345693023;0.7534934162793242;0.1121228594726828;0.093841642228739;0.7998008120738528;0.801149161112388;0.8638743455497382;0.7044025157232704;0.05995203836930456;0.05026929982046679;51374.0;17205.0;12936.0;4232.0;130.0;94.0;825.0;224.0
2;_woe_scaled;50;8;0.75;20;0.7022697242821706;0.6088857565081006;0.23064250411861612;0.13602015113350127;0.9570673408411859;0.9527005286141117;0.4397905759162304;0.25471698113207547;0.15630815035355414;0.09278350515463918;62043.0;20645.0;2267.0;792.0;535.0;237.0;420.0;81.0
2;_woe_scaled;50;8;0.75;25;0.7647718715221835;0.6460783286875715;0.2007434944237918;0.12297734627831715;0.930820501034245;0.9252585612502873;0.5937172774869109;0.3584905660377358;0.1207925010651896;0.07421875;60183.0;20015.0;4127.0;1422.0;388.0;204.0;567.0;114.0
2;_woe_scaled;50;8;0.75;30;0.8026565938382557;0.6826507569496459;0.16901408450704225;0.113323124042879;0.8987512449245384;0.8935417145483797;0.7036649214659686;0.46540880503144655;0.096041160497356;0.06451612903225806;57985.0;19291.0;6325.0;2146.0;283.0;170.0;672.0;148.0
2;_woe_scaled;50;8;0.75;35;0.8205783748710639;0.7101994494324895;0.14852286523674627;0.10677242220866383;0.8710488010419061;0.8654102505171225;0.768586387434555;0.550314465408805;0.08220405420539814;0.05912162162162162;56115.0;18652.0;8195.0;2785.0;221.0;143.0;734.0;175.0
2;_woe_scaled;50;8;0.75;40;0.8245504636003129;0.7269325532795675;0.13252595155709343;0.10179324894514769;0.8463494981996476;0.8434382900482648;0.8020942408376963;0.6069182389937107;0.07223008015087223;0.05555555555555555;54471.0;18156.0;9839.0;3281.0;189.0;125.0;766.0;193.0
2;_woe_scaled;50;8;0.75;45;0.8316118099421894;0.7379964928679416;0.12380878593011545;0.09793201806512955;0.8267218264000613;0.8255573431395081;0.8366492146596859;0.6477987421383647;0.06685073627844712;0.052969915145281564;53157.0;17754.0;11153.0;3683.0;156.0;112.0;799.0;206.0
2;_woe_scaled;50;8;0.75;50;0.831724117718414;0.746209384057365;0.11654511654511655;0.09517514871116986;0.8106795372711254;0.8112158124569064;0.8534031413612565;0.6792452830188679;0.06254316629575628;0.0511727078891258;52094.0;17432.0;12216.0;4005.0;140.0;102.0;815.0;216.0
2;_woe_scaled;50;8;0.75;55;0.8331009158029539;0.7543097618500664;0.11306309385467223;0.09453471196454948;0.8011951275568835;0.8027579866697311;0.8659685863874346;0.7044025157232704;0.060479742577153724;0.050667269848450575;51463.0;17240.0;12847.0;4197.0;128.0;94.0;827.0;224.0
2;_woe_scaled;50;8;0.85;20;0.7069973158482189;0.6076866160107004;0.23513291312688409;0.13628620102214647;0.9572358844710028;0.9533900252815445;0.4492146596858639;0.25157232704402516;0.15924276169265034;0.09345794392523364;62045.0;20661.0;2265.0;776.0;526.0;238.0;429.0;80.0
2;_woe_scaled;50;8;0.85;25;0.7727318021917723;0.6603088529413232;0.1959279038718291;0.12863070539419086;0.9261778901401977;0.9227763732475293;0.6146596858638743;0.389937106918239;0.11653762160015882;0.07701863354037267;59860.0;19951.0;4450.0;1486.0;368.0;194.0;587.0;124.0
2;_woe_scaled;50;8;0.85;30;0.7974082507748382;0.677024133610172;0.16210295728368018;0.10951661631419939;0.8945070098827855;0.8916111238795679;0.6973821989528796;0.4559748427672956;0.09171027265216194;0.06223175965665236;57714.0;19252.0;6596.0;2185.0;289.0;173.0;666.0;145.0
2;_woe_scaled;50;8;0.85;35;0.8188162947633395;0.7108484184899851;0.14214175654853622;0.10451727192205493;0.863510304144641;0.8605837738450931;0.7727748691099476;0.5566037735849056;0.07826916958320077;0.05767350928641251;55619.0;18545.0;8691.0;2892.0;217.0;141.0;738.0;177.0
2;_woe_scaled;50;8;0.85;40;0.820235427058562;0.7375848728011846;0.12645480808914566;0.10225259427992912;0.8378457059679767;0.8369570213743966;0.8020942408376963;0.6352201257861635;0.06863799283154122;0.05560143132397467;53916.0;18006.0;10394.0;3431.0;189.0;116.0;766.0;202.0
2;_woe_scaled;50;8;0.85;45;0.8276724488142757;0.7405676513569233;0.12005724184680275;0.09716410971641098;0.8209913429862867;0.821466329579407;0.8345549738219895;0.6572327044025157;0.06468105826976141;0.05245983935742972;52785.0;17662.0;11525.0;3775.0;158.0;109.0;797.0;209.0
2;_woe_scaled;50;8;0.85;50;0.8328777656654897;0.7456358884582965;0.11483654652137468;0.09369602763385147;0.8058377384509309;0.8070328660078143;0.8607329842931937;0.6823899371069182;0.06152234114213008;0.050301344459898006;51771.0;17340.0;12539.0;4097.0;133.0;101.0;822.0;217.0
2;_woe_scaled;50;8;0.85;55;0.8287574257869075;0.7497149024947461;0.10854745673833245;0.09076175040518639;0.7916187849536505;0.793702597104114;0.8670157068062827;0.7044025157232704;0.0578980490874764;0.048505846686877435;50837.0;17043.0;13473.0;4394.0;127.0;94.0;828.0;224.0
2;_woe_scaled;100;5;0.65;20;0.6285228372713647;0.5984762869581571;0.16243061641834647;0.13394495412844037;0.9560714012104498;0.9566076763962308;0.29109947643979056;0.22955974842767296;0.1126418152350081;0.09455958549222798;62120.0;20738.0;2190.0;699.0;677.0;245.0;278.0;73.0
2;_woe_scaled;100;5;0.65;25;0.7052581939085956;0.67694315917081;0.13644214162348878;0.12405176260597951;0.9080671110089634;0.9097678694552976;0.4963350785340314;0.4371069182389937;0.07909227432004004;0.07228289131565263;58791.0;19653.0;5519.0;1784.0;481.0;179.0;474.0;139.0
2;_woe_scaled;100;5;0.65;30;0.7478640355411982;0.7158741146721285;0.11230388109000826;0.10217755443886098;0.8517582165019536;0.8521719145024133;0.6408376963350786;0.5754716981132075;0.06154465004022526;0.05606617647058824;54978.0;18356.0;9332.0;3081.0;343.0;135.0;612.0;183.0
2;_woe_scaled;100;5;0.65;35;0.7699493047827074;0.7443434513242401;0.0998286203941731;0.09352673738904525;0.8068490002298322;0.807538496897265;0.7319371727748691;0.6792452830188679;0.05356732316652617;0.050220878865380146;51960.0;17352.0;12350.0;4085.0;256.0;102.0;699.0;216.0
2;_woe_scaled;100;5;0.65;40;0.7799449003965575;0.7599707113105741;0.09478188669604651;0.09115805946791862;0.7828391940550065;0.7864398988738222;0.7769633507853403;0.7327044025157232;0.05046932390151;0.04860241969128077;50350.0;16876.0;13960.0;4561.0;213.0;85.0;742.0;233.0
2;_woe_scaled;100;5;0.65;45;0.7826129733188637;0.7677500518559135;0.09036215642326295;0.08822997649611282;0.7637018309967057;0.7681912204091014;0.8020942408376963;0.7672955974842768;0.047877992374523407;0.04680606176865529;49077.0;16468.0;15233.0;4969.0;189.0;74.0;766.0;244.0
2;_woe_scaled;100;5;0.65;50;0.7824554819139297;0.7650170178346203;0.0876678325623378;0.08504753673292997;0.7522102198728262;0.7566996092852218;0.8136125654450261;0.7735849056603774;0.04632997436050325;0.044997256264861896;48316.0;16216.0;15994.0;5221.0;178.0;72.0;777.0;246.0
2;_woe_scaled;100;5;0.65;55;0.7832751373623019;0.7636230692657116;0.08536387703279485;0.08231404958677685;0.7406113537117904;0.7447943001608825;0.8272251308900523;0.7830188679245284;0.04500398769511223;0.04344033496161898;47546.0;15954.0;16764.0;5483.0;165.0;69.0;790.0;249.0
2;_woe_scaled;100;5;0.75;20;0.63052890897412;0.593549388393605;0.16676557863501484;0.12773722627737227;0.9569754079521949;0.9560560790622845;0.2942408376963351;0.22012578616352202;0.11635610766045548;0.08997429305912596;62176.0;20729.0;2134.0;708.0;674.0;248.0;281.0;70.0
2;_woe_scaled;100;5;0.75;25;0.707023245552262;0.6615697511180194;0.13774184233323705;0.1164259927797834;0.9084961311575883;0.9099977016777753;0.49947643979057593;0.4056603773584906;0.07988611622843744;0.06796628029504742;58816.0;19668.0;5494.0;1769.0;478.0;189.0;477.0;129.0
2;_woe_scaled;100;5;0.75;30;0.7468169151223499;0.7203811783717273;0.11195741947324951;0.10350584307178631;0.8517275722056232;0.8518961158354401;0.6387434554973822;0.5849056603773585;0.06135586401126534;0.056776556776556776;54978.0;18347.0;9332.0;3090.0;345.0;132.0;610.0;186.0
2;_woe_scaled;100;5;0.75;35;0.7696437657582993;0.7402521150904963;0.09787973583594022;0.09098603470165043;0.8011644832605531;0.8025281544472535;0.7371727748691099;0.6761006289308176;0.052419955323901715;0.04877495462794918;51584.0;17244.0;12726.0;4193.0;251.0;103.0;704.0;215.0
2;_woe_scaled;100;5;0.75;40;0.779175516823371;0.7626214506570812;0.09253989855251762;0.08990895295902883;0.7752240864169156;0.7794529993105034;0.7832460732984293;0.7452830188679245;0.049174939188744986;0.047840129188534516;49847.0;16720.0;14463.0;4717.0;207.0;81.0;748.0;237.0
2;_woe_scaled;100;5;0.75;45;0.7797801226226695;0.7642088870620742;0.08941038427691406;0.0872701045798774;0.7621849383283537;0.7673178579636865;0.7979057591623037;0.7610062893081762;0.0473586078309509;0.046289211935730684;48982.0;16451.0;15328.0;4986.0;193.0;76.0;762.0;242.0
2;_woe_scaled;100;5;0.75;50;0.7845159775009952;0.7659266600420187;0.08830521906487036;0.08562478245736165;0.7532214816517275;0.758492300620547;0.8167539267015707;0.7735849056603774;0.04667584225958949;0.045320560058953574;48379.0;16255.0;15931.0;5182.0;175.0;72.0;780.0;246.0
2;_woe_scaled;100;5;0.75;55;0.7864550471741507;0.7690438825718069;0.087292817679558;0.08494733265375466;0.746878112311346;0.7524247299471386;0.8272251308900523;0.7861635220125787;0.04607757363662875;0.04489942528735632;47955.0;16119.0;16355.0;5318.0;165.0;68.0;790.0;250.0
2;_woe_scaled;100;5;0.85;20;0.6295517621208137;0.5891822696489905;0.16612086930634115;0.12430426716141;0.9570826629893511;0.9566076763962308;0.29214659685863875;0.21069182389937108;0.11605657237936771;0.0881578947368421;62185.0;20744.0;2125.0;693.0;676.0;251.0;279.0;67.0
2;_woe_scaled;100;5;0.85;25;0.7056237742414239;0.6709200251255469;0.1342527441598649;0.11857018308631212;0.9057381444878572;0.9070558492300621;0.49947643979057593;0.4276729559748428;0.07754836611933019;0.06882591093117409;58636.0;19597.0;5674.0;1840.0;478.0;182.0;477.0;136.0
2;_woe_scaled;100;5;0.85;30;0.7571101120961051;0.7354431575571889;0.1078144588382783;0.10240655401945724;0.8364360683367809;0.838841645598713;0.675392670157068;0.6289308176100629;0.05858310626702997;0.055741360089186176;53945.0;18049.0;10365.0;3388.0;310.0;118.0;645.0;200.0
2;_woe_scaled;100;5;0.85;35;0.7697582309510299;0.7452448787334425;0.0954615539317557;0.09064688916357642;0.793258254807324;0.7971041139967824;0.7455497382198953;0.6918238993710691;0.05099555937544764;0.048500881834215165;51060.0;17121.0;13250.0;4316.0;243.0;98.0;712.0;220.0
2;_woe_scaled;100;5;0.85;40;0.7779679334636467;0.7586933835374857;0.09114108640174992;0.08786299329858527;0.7708113077453459;0.7747644219719605;0.7853403141361257;0.7421383647798742;0.04837773334193382;0.04669568658488326;49557.0;16619.0;14753.0;4818.0;205.0;82.0;750.0;236.0
2;_woe_scaled;100;5;0.85;45;0.7805215411932223;0.7624595751247696;0.08895082157579981;0.08610567514677105;0.7595801731402743;0.7638703746265226;0.8020942408376963;0.7610062893081762;0.04708630440127858;0.04563454648312276;48808.0;16376.0;15502.0;5061.0;189.0;76.0;766.0;242.0
2;_woe_scaled;100;5;0.85;50;0.7817453255297271;0.765273583585425;0.0874415460025917;0.0852095600969865;0.7518271661686968;0.7572052401746725;0.812565445026178;0.7735849056603774;0.04620697868286293;0.045087976539589444;48292.0;16227.0;16018.0;5210.0;179.0;72.0;776.0;246.0
2;_woe_scaled;100;5;0.85;55;0.785962749151077;0.76527908456636;0.08655737704918033;0.08329152032112394;0.7438749712709722;0.7480579177200644;0.8293193717277487;0.7830188679245284;0.045661573940616894;0.04398516163222046;47757.0;16025.0;16553.0;5412.0;163.0;69.0;792.0;249.0
2;_woe_scaled;100;6;0.65;20;0.6511500658215563;0.6010474454471388;0.18004459308807136;0.12827004219409285;0.9549222400980617;0.9525166628361297;0.3382198952879581;0.2389937106918239;0.1226737561716673;0.08765859284890427;62000.0;20646.0;2310.0;791.0;632.0;242.0;323.0;76.0
2;_woe_scaled;100;6;0.65;25;0.7197360869023652;0.6637622220794412;0.15181720595000764;0.12158341187558905;0.9152531984984295;0.9143185474603539;0.518324607329843;0.4056603773584906;0.08893280632411067;0.07150776053215077;59239.0;19762.0;5071.0;1675.0;460.0;189.0;495.0;129.0
2;_woe_scaled;100;6;0.65;30;0.7615742139066254;0.7085941898492673;0.1266931459415419;0.10778816199376946;0.8686125794836436;0.8683521029648357;0.6513089005235602;0.5440251572327044;0.07017148014440433;0.059820193637621026;56068.0;18718.0;8242.0;2719.0;333.0;145.0;622.0;173.0
2;_woe_scaled;100;6;0.65;35;0.7863548697775254;0.7322669645117784;0.1118452100047192;0.096673845417564;0.8269823029188692;0.8264766720294185;0.7445026178010471;0.6352201257861635;0.060464325197720895;0.05231805231805232;53262.0;17778.0;11048.0;3659.0;244.0;116.0;711.0;202.0
2;_woe_scaled;100;6;0.65;40;0.7937999920216294;0.7530310404951412;0.1047252362618131;0.0953403478634314;0.8040450471156056;0.8063433693403815;0.7832460732984293;0.6981132075471698;0.05611402850712678;0.05116386264116156;51728.0;17320.0;12582.0;4117.0;207.0;96.0;748.0;222.0
2;_woe_scaled;100;6;0.65;45;0.7954235904132554;0.7618929007420603;0.09854294478527606;0.09180070615927816;0.7838657779820731;0.7871753619857504;0.8073298429319372;0.7358490566037735;0.05247396719526305;0.04895397489539749;50388.0;16891.0;13922.0;4546.0;184.0;84.0;771.0;234.0
2;_woe_scaled;100;6;0.65;50;0.798879242478147;0.7620013067396846;0.09574597018543207;0.08869014346934974;0.7713629050792922;0.7751781199724201;0.8272251308900523;0.7484276729559748;0.050813661799704125;0.04713804713804714;49553.0;16626.0;14757.0;4811.0;165.0;80.0;790.0;238.0
2;_woe_scaled;100;6;0.65;55;0.8011736345792346;0.7632292723771836;0.09343082636954503;0.08661417322834646;0.7606374013636712;0.7653872672948747;0.8429319371727748;0.7610062893081762;0.04945628801376175;0.045920303605313094;48838.0;16409.0;15472.0;5028.0;150.0;76.0;805.0;242.0
