city,coords_string
VISNAGAR,"['title>gps coordinates of visnagar, india. latitude: 23.7000 longitude: 72.5500', 'meta name=""dcterms.title"" content=""gps coordinates of visnagar, india. latitude: 23.7000 longitude: 72.5500"">\n', 'meta property=""og:title"" content=""gps coordinates of visnagar, india. latitude: 23.7000 longitude: 72.5500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/80397/visnagar"" data-title=""gps coordinates of visnagar, india. latitude: 23.7000 longitude: 72.5500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Saran,"['title>gps coordinates of saran district, india. latitude: 25.9167 longitude: 84.7500', 'meta name=""dcterms.title"" content=""gps coordinates of saran district, india. latitude: 25.9167 longitude: 84.7500"">\n', 'meta property=""og:title"" content=""gps coordinates of saran district, india. latitude: 25.9167 longitude: 84.7500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/41778/saran-district"" data-title=""gps coordinates of saran district, india. latitude: 25.9167 longitude: 84.7500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Chapra,"['title>gps coordinates of chhapra, india. latitude: 25.7848 longitude: 84.7274', 'meta name=""dcterms.title"" content=""gps coordinates of chhapra, india. latitude: 25.7848 longitude: 84.7274"">\n', 'meta property=""og:title"" content=""gps coordinates of chhapra, india. latitude: 25.7848 longitude: 84.7274"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/13813/chhapra"" data-title=""gps coordinates of chhapra, india. latitude: 25.7848 longitude: 84.7274"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Lohit,"['title>gps coordinates of lohit river, india. latitude: 27.8000 longitude: 95.4667', 'meta name=""dcterms.title"" content=""gps coordinates of lohit river, india. latitude: 27.8000 longitude: 95.4667"">\n', 'meta property=""og:title"" content=""gps coordinates of lohit river, india. latitude: 27.8000 longitude: 95.4667"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/94710/lohit-river"" data-title=""gps coordinates of lohit river, india. latitude: 27.8000 longitude: 95.4667"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
KAPADWANJ,"['title>gps coordinates of kapadvanj, india. latitude: 23.0200 longitude: 73.0700', 'meta name=""dcterms.title"" content=""gps coordinates of kapadvanj, india. latitude: 23.0200 longitude: 73.0700"">\n', 'meta property=""og:title"" content=""gps coordinates of kapadvanj, india. latitude: 23.0200 longitude: 73.0700"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/111736/kapadvanj"" data-title=""gps coordinates of kapadvanj, india. latitude: 23.0200 longitude: 73.0700"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
West Garo Hills,"['title>gps coordinates of west garo hills district, india. latitude: 25.5679 longitude: 90.2245', 'meta name=""dcterms.title"" content=""gps coordinates of west garo hills district, india. latitude: 25.5679 longitude: 90.2245"">\n', 'meta property=""og:title"" content=""gps coordinates of west garo hills district, india. latitude: 25.5679 longitude: 90.2245"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/regions/state-of-meghalaya/west-garo-hills-district"" data-title=""gps coordinates of west garo hills district, india. latitude: 25.5679 longitude: 90.2245"" style=""clear: both;"">\n  ']"
Baleswar,"['title>gps coordinates of balasore, india. latitude: 21.4927 longitude: 86.9335', 'meta name=""dcterms.title"" content=""gps coordinates of balasore, india. latitude: 21.4927 longitude: 86.9335"">\n', 'meta property=""og:title"" content=""gps coordinates of balasore, india. latitude: 21.4927 longitude: 86.9335"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/balasore"" data-title=""gps coordinates of balasore, india. latitude: 21.4927 longitude: 86.9335"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Guna,"['title>gps coordinates of guna, india, india. latitude: 24.6500 longitude: 77.3200', 'meta name=""dcterms.title"" content=""gps coordinates of guna, india, india. latitude: 24.6500 longitude: 77.3200"">\n', 'meta property=""og:title"" content=""gps coordinates of guna, india, india. latitude: 24.6500 longitude: 77.3200"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/26236/guna-india"" data-title=""gps coordinates of guna, india, india. latitude: 24.6500 longitude: 77.3200"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Lalitpur,"['title>gps coordinates of lalitpur, india, india. latitude: 24.6800 longitude: 78.4200', 'meta name=""dcterms.title"" content=""gps coordinates of lalitpur, india, india. latitude: 24.6800 longitude: 78.4200"">\n', 'meta property=""og:title"" content=""gps coordinates of lalitpur, india, india. latitude: 24.6800 longitude: 78.4200"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/420421/lalitpur-india"" data-title=""gps coordinates of lalitpur, india, india. latitude: 24.6800 longitude: 78.4200"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Una,"['title>gps coordinates of una, himachal pradesh, india. latitude: 31.4800 longitude: 76.2800', 'meta name=""dcterms.title"" content=""gps coordinates of una, himachal pradesh, india. latitude: 31.4800 longitude: 76.2800"">\n', 'meta property=""og:title"" content=""gps coordinates of una, himachal pradesh, india. latitude: 31.4800 longitude: 76.2800"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/29690/una-himachal-pradesh"" data-title=""gps coordinates of una, himachal pradesh, india. latitude: 31.4800 longitude: 76.2800"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Thiruvalla,"['title>gps coordinates of tiruvalla, india. latitude: 9.3816 longitude: 76.5749', 'meta name=""dcterms.title"" content=""gps coordinates of tiruvalla, india. latitude: 9.3816 longitude: 76.5749"">\n', 'meta property=""og:title"" content=""gps coordinates of tiruvalla, india. latitude: 9.3816 longitude: 76.5749"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/tiruvalla"" data-title=""gps coordinates of tiruvalla, india. latitude: 9.3816 longitude: 76.5749"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Jaunpur,"['title>gps coordinates of jaunpur, india. latitude: 25.7536 longitude: 82.6869', 'meta name=""dcterms.title"" content=""gps coordinates of jaunpur, india. latitude: 25.7536 longitude: 82.6869"">\n', 'meta property=""og:title"" content=""gps coordinates of jaunpur, india. latitude: 25.7536 longitude: 82.6869"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/jaunpur"" data-title=""gps coordinates of jaunpur, india. latitude: 25.7536 longitude: 82.6869"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Hisar,"['title>gps coordinates of hisar, india. latitude: 29.1539 longitude: 75.7229', 'meta name=""dcterms.title"" content=""gps coordinates of hisar, india. latitude: 29.1539 longitude: 75.7229"">\n', 'meta property=""og:title"" content=""gps coordinates of hisar, india. latitude: 29.1539 longitude: 75.7229"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/hisar"" data-title=""gps coordinates of hisar, india. latitude: 29.1539 longitude: 75.7229"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Faridkot,"['title>gps coordinates of faridkot, india. latitude: 30.6500 longitude: 74.7500', 'meta name=""dcterms.title"" content=""gps coordinates of faridkot, india. latitude: 30.6500 longitude: 74.7500"">\n', 'meta property=""og:title"" content=""gps coordinates of faridkot, india. latitude: 30.6500 longitude: 74.7500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/regions/state-of-punjab/faridkot"" data-title=""gps coordinates of faridkot, india. latitude: 30.6500 longitude: 74.7500"" style=""clear: both;"">\n  ']"
Mewat,"['title>gps coordinates of mewat, india. latitude: 27.9817 longitude: 77.0466', 'meta name=""dcterms.title"" content=""gps coordinates of mewat, india. latitude: 27.9817 longitude: 77.0466"">\n', 'meta property=""og:title"" content=""gps coordinates of mewat, india. latitude: 27.9817 longitude: 77.0466"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/regions/haryana/mewat"" data-title=""gps coordinates of mewat, india. latitude: 27.9817 longitude: 77.0466"" style=""clear: both;"">\n  ']"
Proddattur,"['title>gps coordinates of proddatūr, india. latitude: 14.7502 longitude: 78.5481', 'meta name=""dcterms.title"" content=""gps coordinates of proddatūr, india. latitude: 14.7502 longitude: 78.5481"">\n', 'meta property=""og:title"" content=""gps coordinates of proddatūr, india. latitude: 14.7502 longitude: 78.5481"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/proddatur"" data-title=""gps coordinates of proddatūr, india. latitude: 14.7502 longitude: 78.5481"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
IDAR,"['title>gps coordinates of idar, india. latitude: 23.8300 longitude: 73.0000', 'meta name=""dcterms.title"" content=""gps coordinates of idar, india. latitude: 23.8300 longitude: 73.0000"">\n', 'meta property=""og:title"" content=""gps coordinates of idar, india. latitude: 23.8300 longitude: 73.0000"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/28661/idar"" data-title=""gps coordinates of idar, india. latitude: 23.8300 longitude: 73.0000"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Malabar,"['title>gps coordinates of malabar district, india. latitude: 12.0107 longitude: 75.2704', 'meta name=""dcterms.title"" content=""gps coordinates of malabar district, india. latitude: 12.0107 longitude: 75.2704"">\n', 'meta property=""og:title"" content=""gps coordinates of malabar district, india. latitude: 12.0107 longitude: 75.2704"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/29259/malabar-district"" data-title=""gps coordinates of malabar district, india. latitude: 12.0107 longitude: 75.2704"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
CHIKHLI (GUJ.),"['title>gps coordinates of chikhli, gujarat, india. latitude: 20.7500 longitude: 73.0700', 'meta name=""dcterms.title"" content=""gps coordinates of chikhli, gujarat, india. latitude: 20.7500 longitude: 73.0700"">\n', 'meta property=""og:title"" content=""gps coordinates of chikhli, gujarat, india. latitude: 20.7500 longitude: 73.0700"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/97009/chikhli-gujarat"" data-title=""gps coordinates of chikhli, gujarat, india. latitude: 20.7500 longitude: 73.0700"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
PALANPUR,"['title>gps coordinates of palanpur, india. latitude: 24.1000 longitude: 72.2500', 'meta name=""dcterms.title"" content=""gps coordinates of palanpur, india. latitude: 24.1000 longitude: 72.2500"">\n', 'meta property=""og:title"" content=""gps coordinates of palanpur, india. latitude: 24.1000 longitude: 72.2500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/21598/palanpur"" data-title=""gps coordinates of palanpur, india. latitude: 24.1000 longitude: 72.2500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
BHACHAU,"['title>gps coordinates of bhachau, india. latitude: 23.2800 longitude: 70.3500', 'meta name=""dcterms.title"" content=""gps coordinates of bhachau, india. latitude: 23.2800 longitude: 70.3500"">\n', 'meta property=""og:title"" content=""gps coordinates of bhachau, india. latitude: 23.2800 longitude: 70.3500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/126168/bhachau"" data-title=""gps coordinates of bhachau, india. latitude: 23.2800 longitude: 70.3500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Moga,"['title>gps coordinates of moga, india. latitude: 30.8138 longitude: 75.1688', 'meta name=""dcterms.title"" content=""gps coordinates of moga, india. latitude: 30.8138 longitude: 75.1688"">\n', 'meta property=""og:title"" content=""gps coordinates of moga, india. latitude: 30.8138 longitude: 75.1688"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/moga"" data-title=""gps coordinates of moga, india. latitude: 30.8138 longitude: 75.1688"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Kamrup Metropolitian,"['title>gps coordinates of jorabat, india. latitude: 26.1000 longitude: 91.8667', 'meta name=""dcterms.title"" content=""gps coordinates of jorabat, india. latitude: 26.1000 longitude: 91.8667"">\n', 'meta property=""og:title"" content=""gps coordinates of jorabat, india. latitude: 26.1000 longitude: 91.8667"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/174803/jorabat"" data-title=""gps coordinates of jorabat, india. latitude: 26.1000 longitude: 91.8667"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Tarn Taran,"['title>gps coordinates of tarn tāran, india. latitude: 31.4519 longitude: 74.9278', 'meta name=""dcterms.title"" content=""gps coordinates of tarn tāran, india. latitude: 31.4519 longitude: 74.9278"">\n', 'meta property=""og:title"" content=""gps coordinates of tarn tāran, india. latitude: 31.4519 longitude: 74.9278"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/tarn-taran"" data-title=""gps coordinates of tarn tāran, india. latitude: 31.4519 longitude: 74.9278"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Krishna,"['title>gps coordinates of rayavaram, krishna, india. latitude: 15.7167 longitude: 79.3167', 'meta name=""dcterms.title"" content=""gps coordinates of rayavaram, krishna, india. latitude: 15.7167 longitude: 79.3167"">\n', 'meta property=""og:title"" content=""gps coordinates of rayavaram, krishna, india. latitude: 15.7167 longitude: 79.3167"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/232825/rayavaram-krishna"" data-title=""gps coordinates of rayavaram, krishna, india. latitude: 15.7167 longitude: 79.3167"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Nawadah,"['title>gps coordinates of nawada, india. latitude: 24.8800 longitude: 85.5300', 'meta name=""dcterms.title"" content=""gps coordinates of nawada, india. latitude: 24.8800 longitude: 85.5300"">\n', 'meta property=""og:title"" content=""gps coordinates of nawada, india. latitude: 24.8800 longitude: 85.5300"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/40615/nawada"" data-title=""gps coordinates of nawada, india. latitude: 24.8800 longitude: 85.5300"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Anand,"['title>gps coordinates of anand, gujarat, india. latitude: 22.5700 longitude: 72.9300', 'meta name=""dcterms.title"" content=""gps coordinates of anand, gujarat, india. latitude: 22.5700 longitude: 72.9300"">\n', 'meta property=""og:title"" content=""gps coordinates of anand, gujarat, india. latitude: 22.5700 longitude: 72.9300"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/12870/anand-gujarat"" data-title=""gps coordinates of anand, gujarat, india. latitude: 22.5700 longitude: 72.9300"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
BILIMORA,"['title>gps coordinates of bilimora, india. latitude: 20.7500 longitude: 72.9500', 'meta name=""dcterms.title"" content=""gps coordinates of bilimora, india. latitude: 20.7500 longitude: 72.9500"">\n', 'meta property=""og:title"" content=""gps coordinates of bilimora, india. latitude: 20.7500 longitude: 72.9500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/47254/bilimora"" data-title=""gps coordinates of bilimora, india. latitude: 20.7500 longitude: 72.9500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Surendra Nagar,"['title>gps coordinates of surendranagar, india. latitude: 22.7271 longitude: 71.6486', 'meta name=""dcterms.title"" content=""gps coordinates of surendranagar, india. latitude: 22.7271 longitude: 71.6486"">\n', 'meta property=""og:title"" content=""gps coordinates of surendranagar, india. latitude: 22.7271 longitude: 71.6486"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/surendranagar"" data-title=""gps coordinates of surendranagar, india. latitude: 22.7271 longitude: 71.6486"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Kadi,"['title>gps coordinates of kadi, india, india. latitude: 23.3009 longitude: 72.3322', 'meta name=""dcterms.title"" content=""gps coordinates of kadi, india, india. latitude: 23.3009 longitude: 72.3322"">\n', 'meta property=""og:title"" content=""gps coordinates of kadi, india, india. latitude: 23.3009 longitude: 72.3322"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/59870/kadi-india"" data-title=""gps coordinates of kadi, india, india. latitude: 23.3009 longitude: 72.3322"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
SILVASA,"['title>gps coordinates of silvassa, india. latitude: 20.2700 longitude: 73.0200', 'meta name=""dcterms.title"" content=""gps coordinates of silvassa, india. latitude: 20.2700 longitude: 73.0200"">\n', 'meta property=""og:title"" content=""gps coordinates of silvassa, india. latitude: 20.2700 longitude: 73.0200"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/6381/silvassa"" data-title=""gps coordinates of silvassa, india. latitude: 20.2700 longitude: 73.0200"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Pali,"['title>gps coordinates of pali, rajasthan, india. latitude: 25.7700 longitude: 73.3300', 'meta name=""dcterms.title"" content=""gps coordinates of pali, rajasthan, india. latitude: 25.7700 longitude: 73.3300"">\n', 'meta property=""og:title"" content=""gps coordinates of pali, rajasthan, india. latitude: 25.7700 longitude: 73.3300"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/23188/pali-rajasthan"" data-title=""gps coordinates of pali, rajasthan, india. latitude: 25.7700 longitude: 73.3300"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Gonda,"['title>gps coordinates of nawabganj, gonda, india. latitude: 26.8700 longitude: 82.1300', 'meta name=""dcterms.title"" content=""gps coordinates of nawabganj, gonda, india. latitude: 26.8700 longitude: 82.1300"">\n', 'meta property=""og:title"" content=""gps coordinates of nawabganj, gonda, india. latitude: 26.8700 longitude: 82.1300"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/237665/nawabganj-gonda"" data-title=""gps coordinates of nawabganj, gonda, india. latitude: 26.8700 longitude: 82.1300"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Dhenkanal,"['title>gps coordinates of dhenkanal, india, india. latitude: 20.6700 longitude: 85.6000', 'meta name=""dcterms.title"" content=""gps coordinates of dhenkanal, india, india. latitude: 20.6700 longitude: 85.6000"">\n', 'meta property=""og:title"" content=""gps coordinates of dhenkanal, india, india. latitude: 20.6700 longitude: 85.6000"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/45406/dhenkanal-india"" data-title=""gps coordinates of dhenkanal, india, india. latitude: 20.6700 longitude: 85.6000"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Aurangabad,"['title>gps coordinates of aurangabad, india. latitude: 19.8776 longitude: 75.3423', 'meta name=""dcterms.title"" content=""gps coordinates of aurangabad, india. latitude: 19.8776 longitude: 75.3423"">\n', 'meta property=""og:title"" content=""gps coordinates of aurangabad, india. latitude: 19.8776 longitude: 75.3423"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/cities/aurangabad-"" data-title=""gps coordinates of aurangabad, india. latitude: 19.8776 longitude: 75.3423"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Barmer,"['title>gps coordinates of barmer, rajasthan, india. latitude: 25.7500 longitude: 71.3800', 'meta name=""dcterms.title"" content=""gps coordinates of barmer, rajasthan, india. latitude: 25.7500 longitude: 71.3800"">\n', 'meta property=""og:title"" content=""gps coordinates of barmer, rajasthan, india. latitude: 25.7500 longitude: 71.3800"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/26960/barmer-rajasthan"" data-title=""gps coordinates of barmer, rajasthan, india. latitude: 25.7500 longitude: 71.3800"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Pontashaib,"['title>gps coordinates of paonta sahib, india. latitude: 30.4500 longitude: 77.6200', 'meta name=""dcterms.title"" content=""gps coordinates of paonta sahib, india. latitude: 30.4500 longitude: 77.6200"">\n', 'meta property=""og:title"" content=""gps coordinates of paonta sahib, india. latitude: 30.4500 longitude: 77.6200"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/21232/paonta-sahib"" data-title=""gps coordinates of paonta sahib, india. latitude: 30.4500 longitude: 77.6200"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Gopal Ganj,"['title>gps coordinates of gopalganj, bihar, india. latitude: 26.4700 longitude: 84.4300', 'meta name=""dcterms.title"" content=""gps coordinates of gopalganj, bihar, india. latitude: 26.4700 longitude: 84.4300"">\n', 'meta property=""og:title"" content=""gps coordinates of gopalganj, bihar, india. latitude: 26.4700 longitude: 84.4300"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/50571/gopalganj-bihar"" data-title=""gps coordinates of gopalganj, bihar, india. latitude: 26.4700 longitude: 84.4300"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Kabri Anglong,"['title>gps coordinates of karbi anglong district, india. latitude: 26.0000 longitude: 93.5000', 'meta name=""dcterms.title"" content=""gps coordinates of karbi anglong district, india. latitude: 26.0000 longitude: 93.5000"">\n', 'meta property=""og:title"" content=""gps coordinates of karbi anglong district, india. latitude: 26.0000 longitude: 93.5000"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/24158/karbi-anglong-district"" data-title=""gps coordinates of karbi anglong district, india. latitude: 26.0000 longitude: 93.5000"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Kamrup Rural,"['title>gps coordinates of kamrup district, india. latitude: 26.3333 longitude: 91.2500', 'meta name=""dcterms.title"" content=""gps coordinates of kamrup district, india. latitude: 26.3333 longitude: 91.2500"">\n', 'meta property=""og:title"" content=""gps coordinates of kamrup district, india. latitude: 26.3333 longitude: 91.2500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/43585/kamrup-district"" data-title=""gps coordinates of kamrup district, india. latitude: 26.3333 longitude: 91.2500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Sagar,"['title>gps coordinates of sagar, madhya pradesh, india. latitude: 23.8300 longitude: 78.7100', 'meta name=""dcterms.title"" content=""gps coordinates of sagar, madhya pradesh, india. latitude: 23.8300 longitude: 78.7100"">\n', 'meta property=""og:title"" content=""gps coordinates of sagar, madhya pradesh, india. latitude: 23.8300 longitude: 78.7100"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/420336/sagar-madhya-pradesh"" data-title=""gps coordinates of sagar, madhya pradesh, india. latitude: 23.8300 longitude: 78.7100"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
North Cachar Hills,"['title>gps coordinates of dima hasao district, india. latitude: 25.5000 longitude: 93.0000', 'meta name=""dcterms.title"" content=""gps coordinates of dima hasao district, india. latitude: 25.5000 longitude: 93.0000"">\n', 'meta property=""og:title"" content=""gps coordinates of dima hasao district, india. latitude: 25.5000 longitude: 93.0000"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/36984/dima-hasao-district"" data-title=""gps coordinates of dima hasao district, india. latitude: 25.5000 longitude: 93.0000"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Banda,"['title>gps coordinates of banda district, india. latitude: 25.5000 longitude: 80.5000', 'meta name=""dcterms.title"" content=""gps coordinates of banda district, india. latitude: 25.5000 longitude: 80.5000"">\n', 'meta property=""og:title"" content=""gps coordinates of banda district, india. latitude: 25.5000 longitude: 80.5000"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/30319/banda-district"" data-title=""gps coordinates of banda district, india. latitude: 25.5000 longitude: 80.5000"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Midnapore West,"['title>gps coordinates of midnapore, india. latitude: 22.2500 longitude: 87.6500', 'meta name=""dcterms.title"" content=""gps coordinates of midnapore, india. latitude: 22.2500 longitude: 87.6500"">\n', 'meta property=""og:title"" content=""gps coordinates of midnapore, india. latitude: 22.2500 longitude: 87.6500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/15989/midnapore"" data-title=""gps coordinates of midnapore, india. latitude: 22.2500 longitude: 87.6500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
LUNAWADA,"['title>gps coordinates of lunavada, india. latitude: 23.1333 longitude: 73.6167', 'meta name=""dcterms.title"" content=""gps coordinates of lunavada, india. latitude: 23.1333 longitude: 73.6167"">\n', 'meta property=""og:title"" content=""gps coordinates of lunavada, india. latitude: 23.1333 longitude: 73.6167"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/88196/lunavada"" data-title=""gps coordinates of lunavada, india. latitude: 23.1333 longitude: 73.6167"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
VIJAPUR,"['title>gps coordinates of vijapur, india. latitude: 23.5700 longitude: 72.7500', 'meta name=""dcterms.title"" content=""gps coordinates of vijapur, india. latitude: 23.5700 longitude: 72.7500"">\n', 'meta property=""og:title"" content=""gps coordinates of vijapur, india. latitude: 23.5700 longitude: 72.7500"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/articles-by-country/in/india/91925/vijapur"" data-title=""gps coordinates of vijapur, india. latitude: 23.5700 longitude: 72.7500"" style=""clear: both;"">\n  ', 'b>latitude:', 'b>longitude:']"
Narayanpur,"['title>gps coordinates of narayanpur, india. latitude: 19.6043 longitude: 81.0812', 'meta name=""dcterms.title"" content=""gps coordinates of narayanpur, india. latitude: 19.6043 longitude: 81.0812"">\n', 'meta property=""og:title"" content=""gps coordinates of narayanpur, india. latitude: 19.6043 longitude: 81.0812"">\n', 'div class=""addthis_sharing_toolbox addthis_32x32_style"" data-url=""https://latitude.to/map/in/india/regions/chhattisgarh/narayanpur"" data-title=""gps coordinates of narayanpur, india. latitude: 19.6043 longitude: 81.0812"" style=""clear: both;"">\n  ']"
