data_variant;dataset;mean_test_score;mean_train_score;param_learning_rate;param_max_depth;param_n_estimators;param_scale_pos_weight;params
_scaled;2;0.8290432732093376;0.998408920425939;0.1;7;200;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 20}
_woe_scaled;1;0.829012511372823;0.9982155701352028;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_scaled;1;0.8285995730073165;0.9956086302017253;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;1;0.828153326146133;0.9958576734899189;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;3;0.827965412381502;0.9994421376096922;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_woe_scaled;1;0.8279087330731675;0.9958908351711478;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;1;0.8278880383085346;0.9976773300282398;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_woe_scaled;3;0.8278783578343372;0.9995885261490459;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_woe_scaled;1;0.8277691227338227;0.9978618006510085;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_scaled;3;0.8277466224604152;0.9991421457108106;0.1;5;400;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;4;0.8277023244039573;0.9988442187587198;0.1;5;400;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;2;0.8268277036161866;0.9970317404943062;0.1;5;400;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;4;0.8264981529717933;0.9987467458031407;0.1;5;400;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;4;0.8264246678970073;0.9995511977652102;0.1;7;200;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 20}
_woe_scaled;4;0.8257990756005332;0.9993599508497827;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_scaled;3;0.825722447389356;0.9995296410597906;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_scaled;2;0.8255958614245585;0.9980930089641921;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_woe_scaled;2;0.8253963916274264;0.9970187115084846;0.1;5;400;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;1;0.8253523028356198;0.9956295715185943;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;3;0.8250396332323473;0.9989690534184508;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;3;0.8249396786606558;0.9996110283535048;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_woe_scaled;2;0.8246850147102911;0.9985245017757828;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_scaled;1;0.8241716236591811;0.999154422487989;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;3;0.8238960339949931;0.9999966373544211;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;3;0.8235582542331966;0.9999974916029407;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;4;0.8233559136646813;0.9986796652169794;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;3;0.8231592181061153;0.9998851648884419;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;3;0.8230595280256403;0.9989868350690445;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;3;0.8225671821018257;0.9989298197630038;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_woe_scaled;2;0.8222678094029557;0.996607066163515;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;3;0.822221019281179;0.9999194356553051;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;4;0.8220676307434187;0.9985100502190273;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;2;0.8220606584516178;0.9968546501048167;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;1;0.8217804018436116;0.9990747496804361;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;1;0.8217390908550388;0.9992188685201295;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;3;0.8216928947657611;0.9989212031754832;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;4;0.8215592290939546;0.9995317128631914;0.1;7;200;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 40}
_woe_scaled;1;0.8212174756500089;0.999952029674212;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;4;0.821033699028496;0.9983209634632976;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_woe_scaled;2;0.821030904920056;0.998455316056614;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_scaled;4;0.8208489296678902;0.9986569037772476;0.1;5;400;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;4;0.8206779048900077;0.9994265620543152;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_scaled;1;0.8206098424729433;0.9999524572022124;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;1;0.82033502765458;0.9991672066948155;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;4;0.8203298334935845;0.9994030661723974;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_woe_scaled;4;0.8203159513724652;0.9998525074078058;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;2;0.8202583769350821;0.9968812070150171;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;4;0.8190903916208543;0.9998704951263736;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;1;0.8190859674461637;0.9999395303727346;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;3;0.8190708113304519;0.9998823225643655;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;1;0.8190213908746249;0.9989673440618395;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;2;0.8189442603510532;0.9981942079801204;0.1;7;200;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'scale_pos_weight': 60}
_woe_scaled;1;0.8183488992831438;0.9999421636821593;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;1;0.8177247110807557;0.9989215380135024;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;3;0.8176731456164327;0.9998900128506141;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;2;0.817473594409598;0.9993994867389923;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;2;0.8171340369828854;0.9994180795609369;0.1;5;600;20;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;3;0.8170824672134448;0.9999997619928246;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;4;0.816980664424486;0.9998219596342809;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;3;0.8168374092547475;0.9998886219203204;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;4;0.8167715063835461;0.9999965518014884;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;3;0.8167530192443969;0.9999998230203054;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;4;0.8163816860035136;0.9999953312293136;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_scaled;2;0.8160745350061068;0.999963927500857;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;3;0.815931275542935;0.9999952208741661;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;2;0.8156875327267501;0.9999565556876036;0.1;7;400;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 20}
_woe_scaled;1;0.8155876595536681;0.9999881211200697;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;3;0.8155497179706537;0.9998985674706121;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;2;0.8154970009449574;0.9970226871818234;0.1;5;400;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;3;0.8150429456951853;0.9999955508477295;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;4;0.8150420914720582;0.9997624969781339;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;1;0.8150332526301912;0.999933792245382;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_woe_scaled;4;0.8143061116257443;0.9999924503055757;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;4;0.8142815305228772;0.9997696854995507;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;3;0.8140179156628339;0.9999951585449439;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;2;0.8138567470248544;0.9993835090362547;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;1;0.8137943144315569;0.9999245711126123;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_woe_scaled;3;0.8137886612205643;0.9999944280713445;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;4;0.8137270207346904;0.9998378882351054;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;1;0.8134619750230413;0.9999874010693107;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;1;0.8132134529490892;0.9999825634347435;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;4;0.8131160438869266;0.9999933051004367;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;2;0.8127927503663055;0.9992993477104632;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;4;0.8127646187763832;0.9999991761290081;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;2;0.8123942963139155;0.9993166970343932;0.1;5;600;40;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;4;0.8116000835631704;0.9999996033213744;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_woe_scaled;1;0.8107710261244279;0.999982784735188;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;4;0.8104057172246297;0.9999946477514866;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;2;0.810399476634927;0.9999952512131022;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;4;0.8103978124315013;0.999995574079696;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;3;0.8100812046153871;0.9999997741983208;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;4;0.8095364170864615;0.999998834375115;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;2;0.8093761338620639;0.9999502582737358;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_woe_scaled;2;0.8093096396350263;0.9999541060272671;0.1;7;400;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 40}
_scaled;3;0.8092702002268729;0.9999994690609163;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;4;0.8090052315428482;0.9999989686355731;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;3;0.8086608117360136;0.9999995544993895;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;3;0.8086576631401694;0.9999993958279392;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;2;0.8081147438058253;0.9999512378997356;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_woe_scaled;1;0.8080448825692176;0.999978412022438;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;1;0.8075143384248654;0.9999827247642353;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;4;0.8067591907961162;0.9999986268816802;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;2;0.8064821560284915;0.9993493540322244;0.1;5;600;60;{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 600, 'scale_pos_weight': 60}
_scaled;4;0.8064474836148618;0.999999237156489;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;2;0.8063625444689241;0.9999940292353772;0.1;7;600;20;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 20}
_scaled;2;0.8052585625337876;0.9999467018648751;0.1;7;400;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 400, 'scale_pos_weight': 60}
_scaled;2;0.801885130952835;0.9999931624268129;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_woe_scaled;2;0.8012311665052521;0.9999918129378025;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
_woe_scaled;2;0.8009773447585791;0.9999932719602795;0.1;7;600;40;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 40}
_scaled;2;0.7995032479050059;0.9999928210466594;0.1;7;600;60;{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 600, 'scale_pos_weight': 60}
