dataset;data_variant;param_learning_rate;param_n_estimators;param_max_depth;param_max_features;mean_train_score;mean_test_score
2;_scaled;0.01;200;5;0.9;0.8994595571546437;0.8417528424202051
2;_scaled;0.01;500;5;0.9;0.9237351448968121;0.8464801316880397
2;_scaled;0.01;20;7;;0.8855670016497379;0.8196640722428556
2;_scaled;0.01;50;7;;0.9029958113930459;0.8310343704739348
2;_scaled;0.01;100;7;;0.9216634842144525;0.8368952958841502
2;_scaled;0.01;200;7;;0.9423686841048997;0.8405060256448934
2;_scaled;0.01;500;7;;0.9645360554083975;0.8452684061985215
2;_scaled;0.01;20;7;0.5;0.9208912712177499;0.8357061040838184
2;_scaled;0.01;50;7;0.5;0.9337146397326698;0.8388819436612527
2;_scaled;0.01;100;7;0.5;0.9471612499960178;0.8408482607074598
2;_scaled;0.01;200;7;0.5;0.960373395213159;0.8435899698819431
2;_scaled;0.01;500;7;0.5;0.9775665974954353;0.8463843009879358
2;_scaled;0.01;20;7;0.75;0.9117696978905239;0.8350360688408472
2;_scaled;0.01;50;7;0.75;0.9259375853292305;0.83777568729893
2;_scaled;0.01;100;7;0.75;0.9403488276001807;0.8404772453433588
2;_scaled;0.01;200;7;0.75;0.9541450299123457;0.842232421766749
2;_scaled;0.01;500;7;0.75;0.9741875455455813;0.8455406665288677
2;_scaled;0.01;20;7;0.9;0.9030928602643185;0.8315413307981043
2;_scaled;0.01;50;7;0.9;0.9184073286994269;0.8345128358357253
2;_scaled;0.01;100;7;0.9;0.9339624671887736;0.8384948439362854
2;_scaled;0.01;200;7;0.9;0.9487859775627301;0.8402163230145128
2;_scaled;0.01;500;7;0.9;0.9700208539889491;0.8449195429345472
2;_scaled;0.05;20;3;;0.8449739309691208;0.8276797197992815
2;_scaled;0.05;50;3;;0.860178075455501;0.8354507784938875
2;_scaled;0.05;100;3;;0.8749146622137591;0.8423720265023379
2;_scaled;0.05;200;3;;0.8912112016619556;0.8468029310092842
2;_scaled;0.05;500;3;;0.9186396020836181;0.8478009468283911
2;_scaled;0.05;20;3;0.5;0.845557255192581;0.828502764781402
2;_scaled;0.05;50;3;0.5;0.8584581508445486;0.8357163478883558
2;_scaled;0.05;100;3;0.5;0.873130522722544;0.8429633047004794
2;_scaled;0.05;200;3;0.5;0.8896839223540455;0.8475501336080353
2;_scaled;0.05;500;3;0.5;0.9166668775609416;0.8491072604078496
